OBSV, type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller,MEDIAN_SQ,type_new,House_story,BIG_PROPERTY
177,1-room,Sofia, city_Sofia,Drahalevtsy,42537,38,1119.39,Brick,0,1,NO,1/30/2019,1/31/2019,Agency,"1,105.68",1,0,0
178,1-room,Sofia, city_Sofia,Obelya_2,33900,46,736.95,Panel,1988,7,YES,1/22/2019,1/31/2019,Agency,833.58,1,0,0
179,1-room,Sofia, city_Sofia,Boyana,49159,41,1199,Brick,2018,4,NO,1/18/2019,1/31/2019,Agency,"1,155.17",1,0,0
180,1-room,Sofia, city_Sofia,Karpuzytsa,23800,20,1190,Brick,2005,1,NO,1/4/2019,1/31/2019,Agency,946.75,1,0,0
181,1-room,Sofia, city_Sofia,Ovcha_kupel_1,45800,42,1090.47,Panel,1988,8,YES,1/31/2019,1/31/2019,Agency,934.77,1,0,0
182,1-room,Sofia, city_Sofia,Nadezhda_3,41900,49,855.1,Panel,1985,1,YES,1/29/2019,1/31/2019,Agency,952.87,1,0,0
183,1-room,Sofia, city_Sofia,Doktorsky_pametnyk,125000,56,2232.14,Brick,0,2,YES,1/16/2019,1/31/2019,Agency,"2,232.14",1,0,0
184,1-room,Sofia, city_Sofia,Druzhba_2,51000,40,1275,Brick,2009,4,NO,12/20/2019,12/31/2019,Agency,"1,000.00",1,0,0
185,1-room,Sofia, city_Sofia,Studentsky_hrad,39770,41,970,Brick,2018,14,NO,1/28/2019,1/31/2019,Agency,"1,036.84",1,0,0
186,1-room,Sofia, city_Sofia,Lyulyn_5,42600,44,968.18,Panel,0,-1,NO,1/21/2019,1/31/2019,Agency,855.55,1,0,0
187,1-room,Sofia, city_Sofia,Studentsky_hrad,28000,31,903.22,Brick,0,5,NO,1/30/2019,1/31/2019,Agency,"1,036.84",1,0,0
188,1-room,Sofia, city_Sofia,Zona_B_18,48500,49,989.79,Brick,2016,1,YES,1/28/2019,1/31/2019,Agency,"1,083.83",1,0,0
189,1-room,Sofia, city_Sofia,Tsentr,52392,44,1190.72,Brick,2019,2,YES,1/9/2019,1/31/2019,Agency,"1,470.00",1,0,0
190,1-room,Sofia, city_Sofia,Heo_Mylev,62000,52,1192.3,Brick,1970,6,YES,6/13/2019,6/30/2019,Agency,"1,312.36",1,0,0
191,1-room,Sofia, city_Sofia,Studentsky_hrad,39000,44,886.36,Brick,2018,13,NO,1/18/2019,1/31/2019,Agency,"1,036.84",1,0,0
192,1-room,Sofia, city_Sofia,Malynova_dolyna,42200,47,897.87,Brick,2018,2,NO,1/30/2019,1/31/2019,Agency,906.73,1,0,0
193,1-room,Sofia, city_Sofia,Studentsky_hrad,42000,45,933.33,Brick,2018,13,NO,1/8/2019,1/31/2019,Agency,"1,036.84",1,0,0
194,1-room,Sofia, city_Sofia,Studentsky_hrad,63000,42,1500,Brick,0,3,NO,1/11/2019,1/31/2019,Agency,"1,036.84",1,0,0
195,1-room,Sofia, city_Sofia,Studentsky_hrad,113397,153,741.15,Brick,2018,1,NO,1/10/2019,1/31/2019,Agency,"1,036.84",1,0,0
196,1-room,Sofia, city_Sofia,Studentsky_hrad,90583,80,1132.28,Brick,2018,2,NO,1/10/2019,1/31/2019,Agency,"1,036.84",1,0,0
197,1-room,Sofia, city_Sofia,Studentsky_hrad,130307,135,965.23,Brick,2018,5,NO,1/10/2019,1/31/2019,Agency,"1,036.84",1,0,0
198,1-room,Sofia, city_Sofia,Vytosha,46490,60,774.83,Brick,2018,3,NO,1/8/2019,1/31/2019,Agency,998.87,1,0,0
199,1-room,Sofia, city_Sofia,Krstova_vada,60656,43,1410.6,Brick,0,4,NO,1/30/2019,1/31/2019,Agency,"1,183.52",1,0,0
200,1-room,Sofia, city_Sofia,Lyulyn_1,42500,47,904.25,EPK,1980,4,YES,1/28/2019,1/31/2019,Agency,848.35,1,0,0
201,1-room,Sofia, city_Sofia,Levsky_H,36140,50,722.8,Brick,2018,8,NO,1/28/2019,1/31/2019,Agency,886.11,1,0,0
202,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,62000,47,1319.14,Brick,2008,5,NO,1/7/2019,1/31/2019,Agency,"1,073.17",1,0,0
203,1-room,Sofia, city_Sofia,Lyulyn_1,41000,47,872.34,EPK,0,2,YES,1/29/2019,1/31/2019,Agency,848.35,1,0,0
204,1-room,Sofia, city_Sofia,Lyulyn_2,47000,105,447.61,Brick,2013,11,NO,2/27/2019,2/28/2019,Agency,723.57,1,0,0
205,1-room,Sofia, city_Sofia,Dyanabad,47654,47,1013.91,Brick,2019,3,YES,1/30/2019,1/31/2019,Agency,"1,218.00",1,0,0
206,1-room,Sofia, city_Sofia,Krasna_polyana_3,32145,50,642.9,Brick,2017,0,YES,1/22/2019,1/31/2019,Agency,815.67,1,0,0
207,1-room,Sofia, city_Sofia,Studentsky_hrad,49999,42,1190.45,Brick,0,8,NO,1/17/2019,1/31/2019,Agency,"1,036.84",1,0,0
208,1-room,Sofia, city_Sofia,Studentsky_hrad,54900,77,712.98,Brick,2018,3,NO,1/29/2019,1/31/2019,Agency,"1,036.84",1,0,0
209,1-room,Sofia, city_Sofia,Lyulyn_2,39650,59,672.03,Brick,2013,8,NO,1/22/2019,1/31/2019,Agency,723.57,1,0,0
210,1-room,Sofia, city_Sofia,Studentsky_hrad,45000,44,1022.72,Brick,2018,3,NO,1/30/2019,1/31/2019,Agency,"1,036.84",1,0,0
211,1-room,Sofia, city_Sofia,Druzhba_1,32400,45,720,Brick,2020,2,YES,1/16/2019,1/31/2019,Agency,"1,000.00",1,0,0
212,1-room,Sofia, city_Sofia,Vytosha,52938,43,1231.11,Brick,2017,1,NO,11/28/2019,11/30/2019,Agency,998.87,1,0,0
213,1-room,Sofia, city_Sofia,Studentsky_hrad,39991,41,975.39,Brick,2017,13,NO,1/28/2019,1/31/2019,Agency,"1,036.84",1,0,0
214,1-room,Sofia, city_Sofia,Vytosha,47924,52,921.61,Brick,2018,11,NO,1/28/2019,1/31/2019,Agency,998.87,1,0,0
215,1-room,Sofia, city_Sofia,Vytosha,48463,52,931.98,Brick,2018,11,NO,1/28/2019,1/31/2019,Agency,998.87,1,0,0
216,1-room,Sofia, city_Sofia,Studentsky_hrad,30750,38,809.21,Brick,2019,1,NO,1/15/2019,1/31/2019,Agency,"1,036.84",1,0,0
217,1-room,Sofia, city_Sofia,Studentsky_hrad,42482,49,866.97,Brick,2018,7,NO,1/8/2019,1/31/2019,Agency,"1,036.84",1,0,0
218,1-room,Sofia, city_Sofia,Vytosha,49500,57,868.42,Brick,0,4,NO,1/28/2019,1/31/2019,Agency,998.87,1,0,0
219,1-room,Sofia, city_Sofia,Tsentr,100000,60,1666.66,Brick,1950,3,YES,1/10/2019,1/31/2019,Agency,"1,470.00",1,0,0
220,1-room,Sofia, city_Sofia,Malynova_dolyna,36000,37,972.97,Brick,0,1,NO,1/9/2019,1/31/2019,Agency,906.73,1,0,0
221,1-room,Sofia, city_Sofia,Lyulyn_7,49500,44,1125,Panel,1983,5,YES,1/17/2019,1/31/2019,Agency,"1,019.23",1,0,0
222,1-room,Sofia, city_Sofia,Lyulyn_2,53960,61,884.59,Brick,0,3,YES,1/17/2019,1/31/2019,Agency,723.57,1,0,0
223,1-room,Sofia, city_Sofia,Vytosha,49200,57,863.15,Brick,2018,2,NO,1/24/2019,1/31/2019,Agency,998.87,1,0,0
224,1-room,Sofia, city_Sofia,Druzhba_1,44000,42,1047.61,EPK,1985,10,YES,1/22/2019,1/31/2019,Agency,"1,000.00",1,0,0
225,1-room,Sofia, city_Sofia,Levsky,39900,47,848.93,Brick,2018,6,NO,1/28/2019,1/31/2019,Agency,808.61,1,0,0
226,1-room,Sofia, city_Sofia,Levsky_V,39900,47,848.93,Brick,2018,6,NO,1/28/2019,1/31/2019,Agency,872.09,1,0,0
227,1-room,Sofia, city_Sofia,Drvenytsa,67999,44,1545.43,Panel,1983,5,YES,1/9/2019,1/31/2019,Agency,"1,115.45",1,0,0
228,1-room,Sofia, city_Sofia,Studentsky_hrad,45500,34,1338.23,Brick,2016,6,NO,1/8/2019,1/31/2019,Agency,"1,036.84",1,0,0
229,1-room,Sofia, city_Sofia,Studentsky_hrad,40000,44,909.09,Brick,0,0,NO,1/31/2019,1/31/2019,Agency,"1,036.84",1,0,0
230,1-room,Sofia, city_Sofia,Lyulyn_5,36500,38,960.52,EPK,1988,2,YES,1/2/2019,1/31/2019,Agency,855.55,1,0,0
231,1-room,Sofia, city_Sofia,Lyulyn_2,42000,48,875,Panel,1984,1,YES,8/28/2019,8/31/2019,Agency,723.57,1,0,0
232,1-room,Sofia, city_Sofia,Dyanabad,47654,50,953.08,Brick,0,2,YES,2/22/2019,2/28/2019,Agency,"1,218.00",1,0,0
233,1-room,Sofia, city_Sofia,Dyanabad,52675,55,957.72,Brick,0,7,YES,1/24/2019,1/31/2019,Agency,"1,218.00",1,0,0
234,1-room,Sofia, city_Sofia,Vrbnytsa_2,47000,47,1000,Panel,1989,6,YES,1/8/2019,1/31/2019,Agency,876.98,1,0,0
235,1-room,Sofia, city_Sofia,Banyshora,43160,52,830,Brick,0,-1,NO,1/31/2019,1/31/2019,Agency,"1,000.00",1,0,0
236,1-room,Sofia, city_Sofia,Krstova_vada,58390,41,1424.14,Brick,0,4,NO,1/30/2019,1/31/2019,Agency,"1,183.52",1,0,0
237,1-room,Sofia, city_Sofia,Studentsky_hrad,45550,40,1138.75,Brick,0,4,NO,5/10/2019,5/31/2019,Agency,"1,036.84",1,0,0
238,1-room,Sofia, city_Sofia,Horublyane,36900,44,838.63,Panel,1998,2,NO,1/21/2019,1/31/2019,Agency,909.09,1,0,0
239,1-room,Sofia, city_Sofia,Levsky_H,39900,47,848.93,Brick,2018,6,YES,1/28/2019,1/31/2019,Agency,886.11,1,0,0
240,1-room,Sofia, city_Sofia,Lyulyn_4,38900,47,827.65,Panel,1985,4,YES,1/24/2019,1/31/2019,Agency,926.47,1,0,0
241,1-room,Sofia, city_Sofia,Malynova_dolyna,29000,34,852.94,Brick,2018,0,NO,1/7/2019,1/31/2019,Agency,906.73,1,0,0
242,1-room,Sofia, city_Sofia,Lyulyn_2,53526,79,677.54,Brick,0,7,YES,1/31/2019,1/31/2019,Agency,723.57,1,0,0
243,1-room,Sofia, city_Sofia,Studentsky_hrad,98582,71,1388.47,Brick,0,6,YES,1/7/2019,1/31/2019,Agency,"1,036.84",1,0,0
244,1-room,Sofia, city_Sofia,Druzhba_1,53000,50,1060,EPK,1989,1,NO,1/27/2019,1/31/2019,Agency,"1,000.00",1,0,0
245,1-room,Sofia, city_Sofia,Hevhelyysky,49900,42,1188.09,Panel,0,8,YES,1/28/2019,1/31/2019,Agency,"1,101.28",1,0,0
246,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,54900,62,885.48,Brick,2018,1,NO,1/7/2019,1/31/2019,Agency,"1,073.17",1,0,0
247,1-room,Sofia, city_Sofia,Lozenets,80000,53,1509.43,Brick,2006,0,YES,1/8/2019,1/31/2019,Agency,"1,582.21",1,0,0
248,1-room,Sofia, city_Sofia,Zakharna_fabryka,39900,45,886.66,EPK,1975,7,NO,9/25/2019,9/30/2019,Agency,909.06,1,0,0
249,1-room,Sofia, city_Sofia,Lyulyn_10,44900,53,847.16,Brick,2007,2,NO,1/31/2019,1/31/2019,Agency,891.73,1,0,0
250,1-room,Sofia, city_Sofia,Hotse_Delchev,69500,47,1478.72,EPK,0,14,YES,1/9/2019,1/31/2019,Agency,"1,289.15",1,0,0
251,1-room,Sofia, city_Sofia,Druzhba_1,52000,46,1130.43,Panel,1985,3,NO,1/31/2019,1/31/2019,Agency,"1,000.00",1,0,0
252,1-room,Sofia, city_Sofia,Vytosha,48500,53,915.09,Brick,2019,11,NO,1/16/2019,1/31/2019,Agency,998.87,1,0,0
253,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,37000,39,948.71,Brick,2020,6,NO,1/30/2019,1/31/2019,Agency,"1,073.17",1,0,0
254,1-room,Sofia, city_Sofia,Tsentr,51815,47,1102.44,Brick,2020,1,YES,1/30/2019,1/31/2019,Agency,"1,470.00",1,0,0
255,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,46312,49,945.14,Brick,0,2,NO,1/30/2019,1/31/2019,Agency,"1,073.17",1,0,0
256,1-room,Sofia, city_Sofia,Lozenets,60000,40,1500,Brick,0,0,YES,1/29/2019,1/31/2019,Agency,"1,582.21",1,0,0
257,1-room,Sofia, city_Sofia,Lyulyn_5,39500,46,858.69,Panel,0,4,NO,1/24/2019,1/31/2019,Agency,855.55,1,0,0
258,1-room,Sofia, city_Sofia,Obelya_1,33078,45,735.06,Brick,0,5,YES,1/14/2019,1/31/2019,Agency,764.58,1,0,0
259,1-room,Sofia, city_Sofia,Obelya_1,63220,84,752.61,Brick,0,5,NO,1/7/2019,1/31/2019,Agency,764.58,1,0,0
260,1-room,Sofia, city_Sofia,Obelya_1,50750,70,725,Brick,0,6,YES,1/14/2019,1/31/2019,Agency,764.58,1,0,0
261,1-room,Sofia, city_Sofia,Lyulyn_6,46500,47,989.36,Panel,1980,3,YES,1/6/2019,1/31/2019,Agency,852.27,1,0,0
262,1-room,Sofia, city_Sofia,Druzhba_1,52300,53,986.79,EPK,0,1,YES,1/27/2019,1/31/2019,Agency,"1,000.00",1,0,0
263,1-room,Sofia, city_Sofia,Lahera,55000,69,797.1,Brick,2010,9,YES,1/28/2019,1/31/2019,Agency,"1,195.06",1,0,0
264,1-room,Sofia, city_Sofia,Sveta_Troytsa,49000,45,1088.88,Panel,1984,3,YES,1/2/2019,1/31/2019,Agency,"1,041.01",1,0,0
265,1-room,Sofia, city_Sofia,Nadezhda_3,41999,45,933.31,Panel,1981,8,YES,1/3/2019,1/31/2019,Agency,952.87,1,0,0
266,1-room,Sofia, city_Sofia,Zapaden_park,38000,33,1151.51,Brick,1958,5,YES,1/16/2019,1/31/2019,Agency,"1,053.69",1,0,0
267,1-room,Sofia, city_Sofia,Studentsky_hrad,39999,43,930.2,Brick,0,12,NO,1/30/2019,1/31/2019,Agency,"1,036.84",1,0,0
268,1-room,Sofia, city_Sofia,Vytosha,48000,53,905.66,Brick,0,11,NO,1/11/2019,1/31/2019,Agency,998.87,1,0,0
269,1-room,Sofia, city_Sofia,Ylynden,51500,44,1170.45,Panel,0,1,NO,1/21/2019,1/31/2019,Agency,"1,058.82",1,0,0
270,1-room,Sofia, city_Sofia,Vytosha,47200,63,749.2,Brick,2018,2,YES,2/18/2019,2/28/2019,Agency,998.87,1,0,0
271,1-room,Sofia, city_Sofia,Studentsky_hrad,38850,41,947.56,Brick,0,13,NO,1/25/2019,1/31/2019,Agency,"1,036.84",1,0,0
272,1-room,Sofia, city_Sofia,Malynova_dolyna,42200,47,897.87,Brick,2019,2,NO,1/28/2019,1/31/2019,Agency,906.73,1,0,0
273,1-room,Sofia, city_Sofia,Druzhba_2,59900,50,1198,Brick,2013,4,YES,1/22/2019,1/31/2019,Agency,"1,000.00",1,0,0
274,1-room,Sofia, city_Sofia,Sukhata_reka,44600,46,969.56,Panel,0,8,YES,1/27/2019,1/31/2019,Agency,"1,000.00",1,0,0
275,1-room,Sofia, city_Sofia,Krasna_polyana_1,49000,47,1042.55,Panel,1978,6,YES,1/14/2019,1/31/2019,Agency,943.18,1,0,0
276,1-room,Sofia, city_Sofia,Krstova_vada,58391,41,1424.17,Brick,2017,4,NO,1/16/2019,1/31/2019,Agency,"1,183.52",1,0,0
277,1-room,Sofia, city_Sofia,Malynova_dolyna,33200,37,897.29,Brick,2019,3,NO,1/22/2019,1/31/2019,Agency,906.73,1,0,0
278,1-room,Sofia, city_Sofia,Slatyna,29268,35,836.22,Panel,0,-1,NO,1/14/2019,1/31/2019,Agency,"1,096.16",1,0,0
279,1-room,Sofia, city_Sofia,Vytosha,46496,57,815.71,Brick,2018,3,NO,1/8/2019,1/31/2019,Agency,998.87,1,0,0
280,1-room,Sofia, city_Sofia,Vytosha,47750,62,770.16,Brick,2018,3,NO,1/8/2019,1/31/2019,Agency,998.87,1,0,0
281,1-room,Sofia, city_Sofia,Krasna_polyana_2,34583,52,665.05,Brick,0,7,NO,1/27/2019,1/31/2019,Agency,918.47,1,0,0
282,1-room,Sofia, city_Sofia,Malynova_dolyna,41200,47,876.59,Brick,0,1,NO,5/27/2019,5/31/2019,Agency,906.73,1,0,0
283,1-room,Sofia, city_Sofia,Malynova_dolyna,31400,34,923.52,Brick,0,5,NO,1/16/2019,1/31/2019,Agency,906.73,1,0,0
284,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,69996,44,1590.81,Brick,0,5,NO,1/24/2019,1/31/2019,Agency,"1,073.17",1,0,0
285,1-room,Sofia, city_Sofia,Studentsky_hrad,55000,45,1222.22,Brick,2018,2,YES,5/21/2019,5/31/2019,Agency,"1,036.84",1,0,0
286,1-room,Sofia, city_Sofia,Hevhelyysky,37500,55,681.81,Brick,0,0,NO,1/2/2019,1/31/2019,Agency,"1,101.28",1,0,0
287,1-room,Sofia, city_Sofia,Malynova_dolyna,42160,47,897.02,Brick,2019,3,NO,5/8/2019,5/31/2019,Agency,906.73,1,0,0
288,1-room,Sofia, city_Sofia,Krstova_vada,60720,43,1412.09,Brick,0,4,NO,1/19/2019,1/31/2019,Agency,"1,183.52",1,0,0
289,1-room,Sofia, city_Sofia,Krstova_vada,60656,43,1410.6,Brick,0,4,NO,1/18/2019,1/31/2019,Agency,"1,183.52",1,0,0
290,1-room,Sofia, city_Sofia,Mladost_3,46500,50,930,EPK,1988,15,YES,1/27/2019,1/31/2019,Agency,"1,204.96",1,0,0
291,1-room,Sofia, city_Sofia,Vytosha,41999,38,1105.23,Brick,2018,2,NO,1/27/2019,1/31/2019,Agency,998.87,1,0,0
292,1-room,Sofia, city_Sofia,Krstova_vada,35000,26,1346.15,Brick,2019,0,NO,1/9/2019,1/31/2019,Agency,"1,183.52",1,0,0
293,1-room,Sofia, city_Sofia,Khadzhy_Dymytr,44500,44,1011.36,Panel,1982,5,YES,2/2/2019,2/28/2019,Agency,996.51,1,0,0
294,1-room,Sofia, city_Sofia,Studentsky_hrad,50000,55,909.09,Brick,2018,11,NO,2/26/2019,2/28/2019,Agency,"1,036.84",1,0,0
295,1-room,Sofia, city_Sofia,Lyulyn_6,47300,50,946,Panel,0,-1,NO,1/21/2019,1/31/2019,Agency,852.27,1,0,0
296,1-room,Sofia, city_Sofia,Nadezhda_3,23000,36,638.88,Brick,2009,4,NO,1/26/2019,1/31/2019,Agency,952.87,1,0,0
297,1-room,Sofia, city_Sofia,Vytosha,55000,59,932.2,Brick,2019,11,NO,1/9/2019,1/31/2019,Agency,998.87,1,0,0
298,1-room,Sofia, city_Sofia,Studentsky_hrad,34990,38,920.78,Brick,2018,4,NO,1/6/2019,1/31/2019,Agency,"1,036.84",1,0,0
299,1-room,Sofia, city_Sofia,Slatyna,65170,57,1143.33,Brick,2008,2,NO,1/9/2019,1/31/2019,Agency,"1,096.16",1,0,0
300,1-room,Sofia, city_Sofia,Lyulyn_1,44999,45,999.97,Panel,1972,4,NO,1/21/2019,1/31/2019,Agency,848.35,1,0,0
301,1-room,Sofia, city_Sofia,Lahera,48000,47,1021.27,Panel,1985,8,YES,1/28/2019,1/31/2019,Agency,"1,195.06",1,0,0
302,1-room,Sofia, city_Sofia,Khladylnyka,23900,20,1195,Brick,2016,0,NO,2/15/2019,2/28/2019,Agency,"1,208.21",1,0,0
303,1-room,Sofia, city_Sofia,Mladost_2,70000,104,673.07,Brick,2014,5,NO,1/23/2019,1/31/2019,Agency,"1,264.12",1,0,0
304,1-room,Sofia, city_Sofia,Nadezhda_2,42000,50,840,Panel,1980,8,NO,1/3/2019,1/31/2019,Agency,891.38,1,0,0
305,1-room,Sofia, city_Sofia,Ovcha_kupel,55800,47,1187.23,Brick,0,1,NO,1/23/2019,1/31/2019,Agency,916.18,1,0,0
306,1-room,Sofia, city_Sofia,Tsentr,57300,38,1507.89,Brick,1933,1,YES,1/28/2019,1/31/2019,Agency,"1,470.00",1,0,0
307,1-room,Sofia, city_Sofia,Vytosha,49750,57,872.8,Brick,0,3,NO,1/20/2019,1/31/2019,Agency,998.87,1,0,0
308,1-room,Sofia, city_Sofia,Vytosha,48496,57,850.8,Brick,0,3,NO,1/20/2019,1/31/2019,Agency,998.87,1,0,0
309,1-room,Sofia, city_Sofia,Vytosha,49200,57,863.15,Brick,0,2,NO,1/20/2019,1/31/2019,Agency,998.87,1,0,0
310,1-room,Sofia, city_Sofia,Vytosha,49200,57,863.15,Brick,0,2,NO,1/20/2019,1/31/2019,Agency,998.87,1,0,0
311,1-room,Sofia, city_Sofia,Vytosha,47200,49,963.26,Brick,2019,2,NO,2/8/2019,2/28/2019,Agency,998.87,1,0,0
312,1-room,Sofia, city_Sofia,Vytosha,46496,49,948.89,Brick,2019,3,NO,2/8/2019,2/28/2019,Agency,998.87,1,0,0
313,1-room,Sofia, city_Sofia,Lyulyn_2,53961,61,884.6,Brick,2019,2,YES,7/5/2019,7/31/2019,Agency,723.57,1,0,0
314,1-room,Sofia, city_Sofia,Studentsky_hrad,31500,42,750,Brick,2019,3,NO,1/11/2019,1/31/2019,Agency,"1,036.84",1,0,0
315,1-room,Sofia, city_Sofia,Levsky,38000,50,760,Brick,2019,2,NO,1/25/2019,1/31/2019,Agency,808.61,1,0,0
316,1-room,Sofia, city_Sofia,Strelbyshche,72500,46,1576.08,Panel,0,5,YES,1/31/2019,1/31/2019,Agency,"1,328.70",1,0,0
317,1-room,Sofia, city_Sofia,Borovo,42924,36,1192.33,Brick,0,5,YES,1/15/2019,1/31/2019,Agency,"1,204.54",1,0,0
318,1-room,Sofia, city_Sofia,Slatyna,36270,40,906.75,Brick,0,1,YES,2/4/2019,2/28/2019,Agency,"1,096.16",1,0,0
319,1-room,Sofia, city_Sofia,Slatyna,52000,51,1019.6,Brick,0,1,YES,2/21/2019,2/28/2019,Agency,"1,096.16",1,0,0
320,1-room,Sofia, city_Sofia,Manastyrsky_lyvady,50221,60,837.01,Brick,2018,0,NO,8/22/2019,8/31/2019,Agency,"1,073.17",1,0,0
321,1-room,Sofia, city_Sofia,Malynova_dolyna,49100,46,1067.39,Brick,2020,10,NO,1/8/2019,1/31/2019,Agency,906.73,1,0,0
322,1-room,Sofia, city_Sofia,Studentsky_hrad,45000,42,1071.42,Brick,2018,13,NO,1/24/2019,1/31/2019,Agency,"1,036.84",1,0,0
323,1-room,Sofia, city_Sofia,Slatyna,62280,52,1197.69,Brick,0,6,NO,1/21/2019,1/31/2019,Agency,"1,096.16",1,0,0
324,1-room,Sofia, city_Sofia,Vytosha,46496,58,801.65,Brick,2018,3,YES,1/23/2019,1/31/2019,Agency,998.87,1,0,0
325,1-room,Sofia, city_Sofia,Vytosha,47750,57,837.71,Brick,2018,4,YES,1/24/2019,1/31/2019,Agency,998.87,1,0,0
326,1-room,Sofia, city_Sofia,Nadezhda_1,52000,48,1083.33,Panel,1983,4,YES,1/11/2019,1/31/2019,Agency,950,1,0,0
327,1-room,Sofia, city_Sofia,Nadezhda_1,49990,48,1041.45,Panel,1984,4,YES,1/8/2019,1/31/2019,Agency,950,1,0,0
328,1-room,Sofia, city_Sofia,Studentsky_hrad,41200,41,1004.87,Brick,0,14,YES,1/7/2019,1/31/2019,Agency,"1,036.84",1,0,0
329,1-room,Sofia, city_Sofia,Zona_B_5,61000,48,1270.83,EPK,1980,7,YES,1/28/2019,1/31/2019,Agency,"1,163.79",1,0,0
330,1-room,Sofia, city_Sofia,Mladost_4,59900,50,1198,Brick,2019,2,NO,1/31/2019,1/31/2019,Agency,"1,130.17",1,0,0
331,1-room,Sofia, city_Sofia,Lozenets,64700,45,1437.77,Brick,2005,0,NO,1/17/2019,1/31/2019,Agency,"1,582.21",1,0,0
332,1-room,Sofia, city_Sofia,Nadezhda_1,50900,48,1060.41,Panel,1980,4,NO,1/24/2019,1/31/2019,Agency,950,1,0,0
333,1-room,Sofia, city_Sofia,Malynova_dolyna,36000,35,1028.57,Brick,0,3,NO,1/31/2019,1/31/2019,Agency,906.73,1,0,0
334,1-room,Sofia, city_Sofia,Studentsky_hrad,72000,45,1600,Brick,0,2,NO,1/30/2019,1/31/2019,Agency,"1,036.84",1,0,0
335,1-room,Sofia, city_Sofia,Vytosha,33500,36,930.55,Brick,0,2,NO,1/31/2019,1/31/2019,Agency,998.87,1,0,0
336,1-room,Sofia, city_Sofia,Studentsky_hrad,41200,41,1004.87,Brick,0,14,YES,1/7/2019,1/31/2019,Agency,"1,036.84",1,0,0
337,1-room,Sofia, city_Sofia,Lyulyn_1,44000,50,880,EPK,0,-1,NO,1/21/2019,1/31/2019,Agency,848.35,1,0,0
338,1-room,Sofia, city_Sofia,Druzhba_1,34900,35,997.14,Brick,0,3,YES,1/22/2019,1/31/2019,Agency,"1,000.00",1,0,0
339,1-room,Sofia, city_Sofia,Vytosha,33500,36,930.55,Brick,0,2,NO,1/30/2019,1/31/2019,Agency,998.87,1,0,0
340,1-room,Sofia, city_Sofia,Yvan_Vazov,75000,53,1415.09,Brick,1980,0,YES,1/31/2019,1/31/2019,Agency,"1,838.22",1,0,0
341,1-room,Sofia, city_Sofia,Vytosha,49200,63,780.95,Brick,2018,2,NO,1/4/2019,1/31/2019,Agency,998.87,1,0,0
342,1-room,Sofia, city_Sofia,Studentsky_hrad,49500,45,1100,Brick,2016,5,NO,1/28/2019,1/31/2019,Agency,"1,036.84",1,0,0
343,1-room,Sofia, city_Sofia,Drvenytsa,45600,37,1232.43,Brick,0,2,YES,1/7/2019,1/31/2019,Agency,"1,115.45",1,0,0
344,1-room,Sofia, city_Sofia,Studentsky_hrad,71500,42,1702.38,Brick,2017,2,NO,1/20/2019,1/31/2019,Agency,"1,036.84",1,0,0
345,1-room,Sofia, city_Sofia,Sukhata_reka,30000,40,750,Brick,2020,1,NO,1/14/2019,1/31/2019,Agency,"1,000.00",1,0,0
346,1-room,Sofia, city_Sofia,Sukhata_reka,39000,50,780,Brick,2020,2,NO,5/28/2019,5/31/2019,Agency,"1,000.00",1,0,0
347,1-room,Sofia, city_Sofia,Tsentr,96990,47,2063.61,Brick,1960,6,NO,1/24/2019,1/31/2019,Agency,"1,470.00",1,0,0
348,1-room,Sofia, city_Sofia,Vytosha,46999,53,886.77,Brick,0,9,NO,3/2/2019,3/31/2019,Agency,998.87,1,0,0
349,1-room,Sofia, city_Sofia,Druzhba_1,54000,54,1000,EPK,0,2,YES,1/27/2019,1/31/2019,Agency,"1,000.00",1,0,0
350,1-room,Sofia, city_Sofia,Lyulyn_1,42500,46,923.91,Panel,0,4,YES,1/17/2019,1/31/2019,Agency,848.35,1,0,0
351,1-room,Sofia, city_Sofia,Mladost_2,52000,37,1405.4,EPK,0,5,YES,1/23/2019,1/31/2019,Agency,"1,264.12",1,0,0
352,1-room,Sofia, city_Sofia,Slatyna,75900,89,852.8,Brick,0,2,YES,1/25/2019,1/31/2019,Agency,"1,096.16",1,0,0
353,1-room,Sofia, city_Sofia,Studentsky_hrad,60700,68,892.64,Brick,0,3,NO,1/31/2019,1/31/2019,Agency,"1,036.84",1,0,0
354,1-room,Sofia, city_Sofia,Vytosha,50450,52,970.19,Brick,2019,12,NO,1/28/2019,1/31/2019,Agency,998.87,1,0,0
355,1-room,Sofia, city_Sofia,Mladost_2,41000,31,1322.58,EPK,0,7,YES,1/29/2019,1/31/2019,Agency,"1,264.12",1,0,0
356,1-room,Sofia, city_Sofia,Krasna_polyana_1,48800,48,1016.66,Panel,0,6,YES,1/11/2019,1/31/2019,Agency,943.18,1,0,0
357,1-room,Sofia, city_Sofia,Lozenets,85467,55,1553.94,Brick,0,1,NO,1/18/2019,1/31/2019,Agency,"1,582.21",1,0,0
