 type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller
 2-СТАЕН, София, гр. София, Лагера,110140,79,1394.17, Тухла,2018,4, ДА, 2019-01-28, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Бояна,139000,82,1695.12, Тухла,2014,2, НЕ, 2019-01-28, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Малинова долина,40900,48,852.08, Тухла,2018,0, НЕ, 2019-02-11, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Драгалевци,89176,86,1036.93, Тухла,2017,2, НЕ, 2019-01-22, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Малинова долина,49150,56,877.67, Тухла,2018,2, НЕ, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Драгалевци,69946,68,1028.61, Тухла,2017,2, НЕ, 2019-01-22, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Драгалевци,89476,86,1040.41, Тухла,2017,2, НЕ, 2019-01-22, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Драгалевци,76377,70,1091.09, Тухла,2017,3, НЕ, 2019-01-22, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,46000,48,958.33, Тухла,2005,0, НЕ, 2019-01-30, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Горна баня,62000,56,1107.14, Тухла,2017,2, НЕ, 2019-01-25, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Обеля 2,55990,63,888.73, Панел,1994,6, НЕ, 2019-01-30, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Симеоново,101100,78,1296.15, Тухла,2017,2, НЕ, 2019-01-15, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Младост 1,72000,73,986.3, ЕПК,0,14, ДА, 2019-02-26, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Студентски град,69999,80,874.98, Тухла,2020,0, НЕ, 2019-12-18, 2019-12-31, Агенция
 2-СТАЕН, София, гр. София, Симеоново,85808,71,1208.56, Тухла,2019,2, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,54560,62,880, Тухла,2018,2, НЕ, 2019-02-02, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Кръстова вада,95000,89,1067.41, Тухла,0,2, НЕ, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,52298,79,662, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,51212,75,682.82, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,62126,94,660.91, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55417,80,692.71, Тухла,0,6, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57842,86,672.58, Тухла,0,7, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,56984,86,662.6, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,52222,78,669.51, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57842,86,672.58, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57842,86,672.58, Тухла,0,3, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,56440,83,680, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,62126,94,660.91, Тухла,0,5, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,56838,85,668.68, Тухла,0,11, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57416,86,667.62, Тухла,0,3, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,51592,75,687.89, Тухла,0,5, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,58277,86,677.63, Тухла,0,4, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,50833,75,677.77, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,61547,91,676.34, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,58698,86,682.53, Тухла,0,7, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55012,80,687.65, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,56560,82,689.75, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,58711,86,682.68, Тухла,0,7, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,62126,94,660.91, Тухла,0,7, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,67418,103,654.54, Тухла,0,11, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55417,80,692.71, Тухла,0,3, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,56440,83,680, Тухла,0,3, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55610,83,670, Тухла,0,11, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,112957,173,652.93, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57842,86,672.58, Тухла,0,5, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,64008,94,680.93, Тухла,0,10, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55610,83,670, Тухла,0,11, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,76843,112,686.09, Тухла,0,6, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,51592,75,687.89, Тухла,0,3, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,60202,90,668.91, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,59146,86,687.74, Тухла,0,10, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,51592,75,687.89, Тухла,0,4, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,47932,71,675.09, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,53658,82,654.36, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,47977,73,657.21, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,75722,112,676.08, Тухла,0,6, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,51212,75,682.82, Тухла,0,7, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,59002,85,694.14, Тухла,0,10, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,55610,83,670, Тухла,0,2, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57842,86,672.58, Тухла,0,6, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,53612,80,670.15, Тухла,0,8, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,47769,73,654.36, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,64831,95,682.43, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,57692,85,678.72, Тухла,0,11, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 2,53008,78,679.58, Тухла,0,1, ДА, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Манастирски ливади,47500,45,1055.55, Тухла,2018,6, НЕ, 2019-01-09, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Център,112900,66,1710.6, Тухла,1966,6, НЕ, 2019-05-28, 2019-05-31, Агенция
 2-СТАЕН, София, гр. София, Център,109000,69,1579.71, Тухла,2019,4, НЕ, 2019-01-29, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Кръстова вада,75000,67,1119.4, Тухла,2019,1, НЕ, 2019-01-24, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Манастирски ливади,119000,123,967.47, Тухла,2007,3, НЕ, 2019-01-09, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Модерно предградие,50600,70,722.85, Тухла,0,3, НЕ, 2019-02-25, 2019-02-28, Ч.Л.
 2-СТАЕН, София, гр. София, Студентски град,79918,77,1037.89, Тухла,0,3, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,72169,86,839.17, Тухла,0,1, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,98582,71,1388.47, Тухла,0,6, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,77356,66,1172.06, Тухла,0,5, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,79918,77,1037.89, Тухла,0,2, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,68018,62,1097.06, Тухла,0,5, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Манастирски ливади,84300,94,896.8, Тухла,0,5, НЕ, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Студентски град,41511,50,830.22, Тухла,0,1, ДА, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Бъкстон,64400,62,1038.7, Тухла,2019,2, НЕ, 2019-09-27, 2019-09-30, Агенция
 2-СТАЕН, София, гр. София, Левски Г,59000,61,967.21, Тухла,2007,2, НЕ, 2019-02-05, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Красно село,85500,57,1500, Тухла,2011,2, ДА, 2019-01-25, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Борово,85500,57,1500, Тухла,2012,2, ДА, 2019-01-25, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Център,82000,94,872.34, Тухла,0,3, НЕ, 2019-01-21, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Малинова долина,55000,60,916.66, Тухла,2018,2, НЕ, 2019-01-23, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Лагера,89400,70,1277.14, Тухла,2019,4, ДА, 2019-01-28, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Младост 2,82000,59,1389.83, Тухла,2007,2, НЕ, 2019-01-18, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Младост 2,82000,59,1389.83, Тухла,2007,2, НЕ, 2019-01-04, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, м-т Гърдова глава,79000,72,1097.22, Тухла,1998,2, НЕ, 2019-02-28, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Княжево,79000,72,1097.22, Тухла,1998,2, НЕ, 2019-02-28, 2019-02-28, Агенция
 2-СТАЕН, София, гр. София, Център,110000,52,2115.38, Тухла,0,1, НЕ, 2019-01-18, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Център,110000,52,2115.38, Тухла,0,1, НЕ, 2019-01-18, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Бояна,107300,82,1308.53, Тухла,2014,0, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Дружба 2,70000,65,1076.92, Панел,0,5, ДА, 2019-01-23, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Младост 3,78000,66,1181.81, Панел,0,4, ДА, 2019-01-23, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Кръстова вада,88800,74,1200, Тухла,2018,2, НЕ, 2019-03-22, 2019-03-31, Агенция
 2-СТАЕН, София, гр. София, Витоша,63100,69,914.49, Тухла,2019,1, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Витоша,63100,68,927.94, Тухла,2019,2, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Витоша,63100,67,941.79, Тухла,2019,3, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Люлин 10,44900,55,816.36, Тухла,0,-1, НЕ, 2019-01-25, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Драгалевци,73699,108,682.39, Тухла,2018,4, НЕ, 2019-01-22, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Витоша,60300,65,927.69, Тухла,2019,1, НЕ, 2019-01-16, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Център,177000,70,2528.57, Тухла,1999,3, НЕ, 2019-01-07, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Манастирски ливади,75195,66,1139.31, Тухла,2018,1, НЕ, 2019-01-31, 2019-01-31, Агенция
 2-СТАЕН, София, гр. София, Дианабад,80040,101,792.47, Тухла,0,1, ДА, 2019-04-05, 2019-04-30, Агенция
