anonINDX,GENDER,eINDX,HSCH,MJR,atitMATH,passMATH,gradeMATH,firstQIZZ,c_firstQIZZ,1diffQIZZ,c_1diffQIZZ,1averQIZZ,c_1averQIZZ,1averQIZZ_H,2diffQIZZ,c_2diffQIZZ,2averQIZZ,c_2averQIZZ,2averQIZZ_H,1numE,c_1numE,2numE,c_2numE,1honLST,2honLST,1numP,c_1numP,2numP,c_2numP,1numQ,c_1numQ,2numQ,c_2numQ,1averATND,c_1averATND,1averATND_H,2averATND,c_2averATND,2averATND_H,1numHW,c_1numHW,2numHW,c_2numHW,1honHW,2honHW,1paperHW,2paperHW,1lateHW,2lateHW,1hardHW,1hardHW_H,c_1hardHW,2hardHW,2hardHW_H,c_2hardHW,1additHW,1lateADHW,2additHW,2electADHW,1proxi.25,2proxi.25,proxi.25,1proxi.75,2proxi.75,proxi.75,1DISS,c_1DISS,DDIFF,2DISS,c_2DISS,Y1,Y1_33,Y1_66,Y1group,Y1CHEAT,Y2,Y2_33,Y2_66,Y2group,Y2CHEAT
31,1,30,2,3,2,,,0.4375,0.17437500004,-0.118125,-0.21738125004,0.319375,-0.00805259147560972,0,0.2785,0.0665600728695653,0.716,0.250657594916667,1,3,0.0222222222222221,4,0.911111111111111,1,1,3,0.0217391304347827,4,0.955555555555556,3,0.268292682926829,2,0.416666666666667,3,0.394557823163265,1,3.333333333,1.06802721064898,0,2,0.0612244897959184,0,-0.591836734693878,1,1,0.3333333333,NA,0,NA,0.4444444444,1,0.0422705313573913,0.5,0,-0.0804597701172414,1,1,1,0,0.33,0.33,0.71,0.67,0.33,0.48,2,0.142857142857143,0,2,-0.653061224489796,0.525,0,0,1,1,0.275,1,0,1,0
32,0,26,2,4,2,,,0.119791667,-0.14333333296,0.2101562498,0.11089999976,0.3299479168,0.00252032532439028,1,0.155208333,-0.0567315941304348,0.275,-0.190342405083333,0,3,0.0222222222222221,3,-0.088888888888889,1,1,3,0.0217391304347827,2,-1.04444444444444,3,0.268292682926829,1,-0.583333333333333,3,0.394557823163265,1,2,-0.26530612235102,1,1,-0.938775510204082,0,-0.591836734693878,1,1,0,NA,0,NA,0.4444444444,1,0.0422705313573913,0.6666666667,1,0.0862068965827586,0,NA,1,1,1,0.5,1,0,0.5,0.29,0,-1.85714285714286,0,0,-2.6530612244898,0.4,0,0,2,0,0.7,0,1,1,0
33,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,-2.60544217683673,0,0,-2.26530612235102,1,0,-1.93877551020408,0,-0.591836734693878,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3,1.14285714285714,1,4,1.3469387755102,0.075,1,0,2,0,0,1,0,2,0
34,1,28,NA,NA,NA,,,NA,NA,NA,NA,0.2,-0.12742759147561,0,NA,NA,NA,NA,NA,1,-1.97777777777778,NA,NA,1,0,1,-1.97826086956522,NA,NA,1,-1.73170731707317,NA,NA,1,-1.60544217683673,0,0,-2.26530612235102,1,3,1.06122448979592,0,-0.591836734693878,1,0,1,NA,0,NA,0.1666666667,0,-0.235507246342609,NA,NA,NA,0,NA,1,0,0,NA,0.57,1,NA,NA,2,0.142857142857143,4,6,3.3469387755102,0.725,0,1,2,1,0.1,1,0,2,0
35,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66666666,0.201324254916667,1,NA,NA,2,-1.08888888888889,0,1,1,-1.97826086956522,2,-1.04444444444444,NA,NA,2,0.416666666666667,0.3333333333,-2.27210884353673,0,2,-0.26530612235102,1,1,-0.938775510204082,1,0.408163265306122,0,0,0,0,0,1,0,0,-0.402173913042609,0.5,0,-0.0804597701172414,1,1,1,0,1,0,1,0,0,0,4,2.14285714285714,0,4,1.3469387755102,0.3,1,0,1,0,0.35,0,0,1,0
36,0,24,1,3,6,,,0.208333333,-0.05479166696,0.1437500003,0.04449375026,0.3520833333,0.0246557418243903,1,0.094666667,-0.117273260130435,0.303,-0.162342405083333,0,4,1.02222222222222,4,0.911111111111111,1,1,4,1.02173913043478,4,0.955555555555556,4,1.26829268292683,2,0.416666666666667,4,1.39455782316327,1,3.333333333,1.06802721064898,0,3,1.06122448979592,0,-0.591836734693878,1,1,0.6666666667,NA,0.6666666667,NA,1,1,0.597826086957391,0.6666666667,1,0.0862068965827586,1,1,1,0,0.75,0.67,0.89,0.5,0.67,0.6,2,0.142857142857143,0,2,-0.653061224489796,0.275,1,0,2,1,0.15,1,0,2,0
37,0,21,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.977777777777778,1,-2.08888888888889,1,0,2,-0.978260869565217,1,-2.04444444444444,NA,NA,NA,NA,1.333333333,-1.27210884383673,0,0.6666666667,-1.59863945565102,1,2,0.0612244897959184,0,-0.591836734693878,0,0,0,NA,0,NA,0,0,-0.402173913042609,NA,NA,NA,0,NA,0,NA,1,0,0.43,1,1,0.43,3,1.14285714285714,3,6,3.3469387755102,0.625,0,1,1,1,0.6,0,1,2,0
38,1,31,2,3,1,,,0.375,0.11187500004,-0.06125,-0.16050625004,0.31375,-0.0136775914756098,0,0.045,-0.166939927130435,0.42,-0.0453424050833333,0,3,0.0222222222222221,3,-0.088888888888889,1,1,3,0.0217391304347827,3,-0.0444444444444443,3,0.268292682926829,1,-0.583333333333333,3,0.394557823163265,1,2.333333333,0.0680272106489799,0,2,0.0612244897959184,0,-0.591836734693878,1,0,0.3333333333,NA,0.3333333333,NA,0.5555555556,1,0.153381642557391,NA,NA,NA,1,1,1,0,0.33,1,0.71,0.33,0,0.71,2,0.142857142857143,1,3,0.346938775510204,0.425,0,0,2,1,0.2,1,0,2,0
39,0,45,NA,NA,NA,,,NA,NA,NA,NA,0.11,-0.21742759147561,0,NA,NA,0.1,-0.365342405083333,0,2,-0.977777777777778,2,-1.08888888888889,1,1,3,0.0217391304347827,2,-1.04444444444444,2,-0.731707317073171,1,-0.583333333333333,2.333333333,-0.272108843836735,0,1.666666667,-0.59863945535102,1,2,0.0612244897959184,0,-0.591836734693878,1,0,0.6666666667,NA,0,NA,0.3333333333,0,-0.0688405797426087,NA,NA,NA,0,NA,,,1,0,0.43,0.33,0,0.14,2,0.142857142857143,1,3,0.346938775510204,0.4,0,0,1,1,0.25,1,0,1,0
40,0,25,1,1,6,,,0.192708333,-0.07041666696,-0.01453124975,-0.11378749979,0.1781770833,-0.14925050817561,0,0.405624997,0.193685069869565,0.59833333,0.132990924916667,1,4,1.02222222222222,3,-0.088888888888889,1,1,4,1.02173913043478,3,-0.0444444444444443,4,1.26829268292683,2,0.416666666666667,4,1.39455782316327,1,2.666666667,0.40136054464898,0,2,0.0612244897959184,1,0.408163265306122,1,0,0,1,0.3333333333,1,0.5,1,0.0978260869573913,0.6666666667,1,0.0862068965827586,1,0,1,1,1,0.67,1,0.25,0,0.49,2,0.142857142857143,1,3,0.346938775510204,0.3,1,0,2,1,0.15,1,0,1,0
41,1,50,NA,NA,NA,,,NA,NA,NA,NA,0.06,-0.26742759147561,0,NA,NA,NA,NA,NA,2,-0.977777777777778,1,-2.08888888888889,1,0,1,-1.97826086956522,1,-2.04444444444444,1,-1.73170731707317,NA,NA,1.333333333,-1.27210884383673,0,0.6666666667,-1.59863945565102,1,1,-0.938775510204082,0,-0.591836734693878,0,0,0,NA,0,NA,0.3333333333,0,-0.0688405797426087,NA,NA,NA,0,NA,0,NA,1,1,0.43,1,1,1,3,1.14285714285714,3,6,3.3469387755102,0.35,0,0,2,1,0.1,1,0,1,0
42,1,20,NA,NA,NA,,,NA,NA,NA,NA,0.25,-0.0774275914756097,0,NA,NA,NA,NA,NA,4,1.02222222222222,1,-2.08888888888889,1,0,4,1.02173913043478,1,-2.04444444444444,1,-1.73170731707317,NA,NA,3,0.394557823163265,1,0.6666666667,-1.59863945565102,1,1,-0.938775510204082,0,-0.591836734693878,0,0,0,NA,0.6666666667,NA,0.2777777778,0,-0.124396135242609,NA,NA,NA,1,1,0,NA,0.5,1,0.21,1,1,1,3,1.14285714285714,3,6,3.3469387755102,0.475,0,0,1,1,0,1,0,1,0
43,1,49,0,4,3,,,0.140625,-0.12249999996,0.28953125,0.19027499996,0.43015625,0.10272865852439,1,NA,NA,NA,NA,NA,2,-0.977777777777778,2,-1.08888888888889,1,1,2,-0.978260869565217,2,-1.04444444444444,3,0.268292682926829,NA,NA,2.333333333,-0.272108843836735,0,1.333333333,-0.93197278935102,1,3,1.06122448979592,1,0.408163265306122,1,0,1,1,0.3333333333,0,0.3333333333,0,-0.0688405797426087,NA,NA,NA,1,0,1,0,0.5,0,0.79,1,0,0.43,2,0.142857142857143,1,3,0.346938775510204,0.775,0,1,1,1,0.6,0,1,1,1
44,1,48,NA,NA,NA,,,NA,NA,NA,NA,0.395,0.0675724085243903,1,NA,NA,NA,NA,NA,1,-1.97777777777778,2,-1.08888888888889,1,1,2,-0.978260869565217,2,-1.04444444444444,2,-0.731707317073171,NA,NA,1.666666667,-0.938775509836735,0,1.333333333,-0.93197278935102,1,3,1.06122448979592,1,0.408163265306122,1,0,1,1,0.3333333333,0,0.5,1,0.0978260869573913,NA,NA,NA,1,0,1,0,0.5,0,0.79,1,0,0.43,2,0.142857142857143,1,3,0.346938775510204,0.675,0,1,2,1,0.6,0,1,2,1
45,1,47,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333,-0.332009072083333,0,1,-1.97777777777778,2,-1.08888888888889,1,1,1,-1.97826086956522,2,-1.04444444444444,NA,NA,1,-0.583333333333333,0.6666666667,-1.93877551013673,0,1.666666667,-0.59863945535102,1,1,-0.938775510204082,1,0.408163265306122,0,0,0.3333333333,1,0,0,0,0,-0.402173913042609,NA,NA,NA,0,NA,1,0,0,0,0.57,1,0,0.43,3,1.14285714285714,0,3,0.346938775510204,0.35,0,0,2,1,0.25,1,0,2,1
46,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,-2.60544217683673,0,0,-2.26530612235102,1,0,-1.93877551020408,0,-0.591836734693878,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,5,3.14285714285714,1,6,3.3469387755102,0.275,1,0,1,1,0.125,1,0,1,0
47,1,6,1,3,5,,,0.395833333,0.13270833304,0.00812500025,-0.09113124979,0.4039583333,0.0765307418243903,1,0.384166667,0.172226739869565,0.78,0.314657594916667,1,4,1.02222222222222,4,0.911111111111111,1,1,4,1.02173913043478,4,0.955555555555556,2,-0.731707317073171,2,0.416666666666667,3.333333333,0.727891156163266,1,3.333333333,1.06802721064898,0,3,1.06122448979592,1,0.408163265306122,1,1,1,1,0,0,0.7777777778,1,0.375603864757391,0.5,0,-0.0804597701172414,1,0,1,0,0.25,1,0.68,0.5,1,0.79,0,-1.85714285714286,0,0,-2.6530612244898,0.775,0,1,1,0,1,0,1,1,0
48,1,4,1,3,3,,,0.541666667,0.27854166704,-0.2662500003,-0.36550625034,0.2754166668,-0.0520109246756098,0,-0.441666667,-0.653606594130435,0.1,-0.365342405083333,0,3,0.0222222222222221,4,0.911111111111111,1,1,3,0.0217391304347827,4,0.955555555555556,3,0.268292682926829,1,-0.583333333333333,3,0.394557823163265,1,3,0.73469387764898,0,2,0.0612244897959184,1,0.408163265306122,1,0,0,1,0,1,0.3888888889,0,-0.0132850241426087,NA,NA,NA,1,0,0,NA,0.33,0,0.14,0.67,1,0.29,2,0.142857142857143,1,3,0.346938775510204,0.325,1,0,2,1,0.1,1,0,2,0
49,0,38,0,3,3,,,0.119791667,-0.14333333296,0.2451562498,0.14589999976,0.3649479168,0.0375203253243903,1,0.370208333,0.158268405869565,0.49,0.0246575949166667,1,3,0.0222222222222221,4,0.911111111111111,1,1,3,0.0217391304347827,4,0.955555555555556,4,1.26829268292683,2,0.416666666666667,3.333333333,0.727891156163266,1,3.333333333,1.06802721064898,0,3,1.06122448979592,1,0.408163265306122,1,1,1,1,0,0,0.5,1,0.0978260869573913,0.6666666667,1,0.0862068965827586,1,0,1,0,1,0.67,1,0.33,1,0.52,2,0.142857142857143,0,2,-0.653061224489796,0.275,1,0,2,1,0.4,0,0,2,0
